Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2021,Ukraine,UKR,Belarus,BLR,2378,14,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Bolivia (Plurinational State of)",BOL,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Brazil,BRA,20,83,0,0,0,0,0,-,0
2021,Ukraine,UKR,Bulgaria,BGR,0,6,0,0,0,0,0,-,0
2021,Ukraine,UKR,Canada,CAN,1228,98,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Costa Rica",CRI,13,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Cyprus,CYP,31,64,0,0,0,0,0,-,0
2021,Ukraine,UKR,Czechia,CZE,225,120,0,0,0,0,0,-,0
2021,Ukraine,UKR,Denmark,DNK,29,14,0,0,0,0,0,-,0
2021,Ukraine,UKR,Ecuador,ECU,15,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Estonia,EST,28,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Finland,FIN,11,14,0,0,0,0,0,-,0
2021,Ukraine,UKR,France,FRA,2801,588,0,0,0,0,0,-,0
2021,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,225,266,0,0,0,0,0,-,0
2021,Ukraine,UKR,Georgia,GEO,481,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Germany,DEU,918,1328,0,0,0,0,0,-,0
2021,Ukraine,UKR,Greece,GRC,169,99,0,0,0,0,0,-,0
2021,Ukraine,UKR,Croatia,HRV,8,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Hungary,HUN,13,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Iceland,ISL,20,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,India,IND,0,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Ireland,IRL,79,15,0,0,0,0,0,-,0
2021,Ukraine,UKR,Israel,ISR,27,544,0,0,0,0,0,-,0
2021,Ukraine,UKR,Italy,ITA,3379,680,0,0,0,0,0,-,0
2021,Ukraine,UKR,Jordan,JOR,0,9,0,0,0,0,0,-,0
2021,Ukraine,UKR,Kyrgyzstan,KGZ,18,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Rep. of Korea",KOR,14,24,0,0,0,0,0,-,0
2021,Ukraine,UKR,Kuwait,KWT,0,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Lebanon,LBN,0,0,0,0,0,0,5,-,0
2021,Ukraine,UKR,Liechtenstein,LIE,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Lithuania,LTU,64,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Luxembourg,LUX,5,10,0,0,0,0,0,-,0
2021,Ukraine,UKR,Latvia,LVA,0,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Rep. of Moldova",MDA,18,7,0,0,0,0,0,-,0
2021,Ukraine,UKR,Mexico,MEX,19,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Malta,MLT,142,54,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,34,35,0,0,0,0,0,-,0
2021,Ukraine,UKR,Norway,NOR,13,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Panama,PAN,0,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Peru,PER,17,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Poland,POL,422,109,0,0,0,0,0,-,0
2021,Ukraine,UKR,Portugal,PRT,447,40,0,0,0,0,0,-,0
2021,Ukraine,UKR,Romania,ROU,17,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,"South Africa",ZAF,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Russian Federation",RUS,8921,126,0,0,0,0,0,-,0
2021,Ukraine,UKR,Spain,ESP,1515,2820,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,15,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Slovakia,SVK,24,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Slovenia,SVN,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Sweden,SWE,226,334,0,0,0,0,0,-,0
2021,Ukraine,UKR,Switzerland,CHE,91,29,0,0,0,0,0,-,0
2021,Ukraine,UKR,Ukraine,UKR,0,0,0,854000,0,0,1424800,-,0
2021,Ukraine,UKR,Uruguay,URY,11,6,0,0,0,0,0,-,0
2021,Ukraine,UKR,"United States of America",USA,2608,11404,0,0,0,0,0,-,0
2022,Ukraine,UKR,Albania,ALB,2542,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Egypt,EGY,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Argentina,ARG,121,59,0,0,0,0,0,-,0
2022,Ukraine,UKR,Armenia,ARM,406,122,0,0,0,0,0,-,0
2022,Ukraine,UKR,Australia,AUS,1527,502,0,0,0,0,0,-,0
2022,Ukraine,UKR,Austria,AUT,89862,249,12000,0,0,0,0,-,0
2022,Ukraine,UKR,Azerbaijan,AZE,4770,77,0,0,0,0,0,-,0
2022,Ukraine,UKR,Belgium,BEL,61975,685,6000,0,0,0,0,-,0
2022,Ukraine,UKR,Belarus,BLR,19384,532,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Bolivia (Plurinational State of)",BOL,5,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Brazil,BRA,43,65,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Bosnia and Herzegovina",BIH,147,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Bulgaria,BGR,149215,16,43000,0,0,0,0,-,0
2022,Ukraine,UKR,Canada,CAN,75098,196,6000,0,0,0,0,-,0
2022,Ukraine,UKR,China,CHN,0,18,0,0,0,0,0,-,0
2022,Ukraine,UKR,Chile,CHL,46,53,0,0,0,0,0,-,0
2022,Ukraine,UKR,Colombia,COL,8,21,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Costa Rica",CRI,13,40,0,0,0,0,0,-,0
2022,Ukraine,UKR,Cyprus,CYP,12472,94,0,0,0,0,0,-,0
2022,Ukraine,UKR,Czechia,CZE,433501,137,76000,0,0,0,0,-,0
2022,Ukraine,UKR,Denmark,DNK,32839,867,6000,0,0,0,0,-,0
2022,Ukraine,UKR,"Dominican Rep.",DOM,0,14,0,0,0,0,0,-,0
2022,Ukraine,UKR,Ecuador,ECU,79,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Estonia,EST,40298,518,5000,0,0,0,0,-,0
2022,Ukraine,UKR,Finland,FIN,44953,553,0,0,0,0,0,-,0
2022,Ukraine,UKR,France,FRA,69302,1270,23000,0,0,0,0,-,0
2022,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,182423,976,8000,0,0,0,0,-,0
2022,Ukraine,UKR,Georgia,GEO,26446,52,6000,0,0,0,0,-,0
2022,Ukraine,UKR,Germany,DEU,1002999,1383,76000,0,0,0,0,-,0
2022,Ukraine,UKR,Ghana,GHA,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Greece,GRC,21827,104,6000,0,0,0,0,-,0
2022,Ukraine,UKR,Guatemala,GTM,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Croatia,HRV,19416,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Hungary,HUN,29632,5,8000,0,0,0,0,-,0
2022,Ukraine,UKR,Iceland,ISL,2335,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,India,IND,0,58,0,0,0,0,0,-,0
2022,Ukraine,UKR,Ireland,IRL,70578,238,7000,0,0,0,0,-,0
2022,Ukraine,UKR,Iraq,IRQ,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Israel,ISR,30,384,0,0,0,0,30000,-,0
2022,Ukraine,UKR,Italy,ITA,149872,1878,61000,0,0,0,0,-,0
2022,Ukraine,UKR,Jordan,JOR,0,10,0,0,0,0,0,-,0
2022,Ukraine,UKR,Japan,JPN,2013,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Kazakhstan,KAZ,0,550,0,0,0,0,0,-,0
2022,Ukraine,UKR,Kyrgyzstan,KGZ,14,10,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Rep. of Korea",KOR,17,22,0,0,0,0,0,-,0
2022,Ukraine,UKR,Lebanon,LBN,0,16,0,0,0,0,8,-,0
2022,Ukraine,UKR,Liechtenstein,LIE,402,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Lithuania,LTU,65175,0,13000,0,0,0,0,-,0
2022,Ukraine,UKR,Luxembourg,LUX,4500,25,0,0,0,0,0,-,0
2022,Ukraine,UKR,Latvia,LVA,37800,10,22000,0,0,0,0,-,0
2022,Ukraine,UKR,"North Macedonia",MKD,6816,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Rep. of Moldova",MDA,98910,3194,46000,0,0,0,0,-,0
2022,Ukraine,UKR,Mexico,MEX,31,149,0,0,0,0,17779,-,0
2022,Ukraine,UKR,Montenegro,MNE,32346,5,5000,0,0,0,0,-,0
2022,Ukraine,UKR,Malta,MLT,1765,54,0,0,0,0,0,-,0
2022,Ukraine,UKR,Nepal,NPL,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,102643,1059,10000,0,0,0,0,-,0
2022,Ukraine,UKR,Nigeria,NGA,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Norway,NOR,33243,10,5000,0,0,0,0,-,0
2022,Ukraine,UKR,"New Zealand",NZL,5,17,0,0,0,0,0,-,0
2022,Ukraine,UKR,Panama,PAN,11,10,0,0,0,0,0,-,0
2022,Ukraine,UKR,Paraguay,PRY,9,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Peru,PER,29,7,0,0,0,0,0,-,0
2022,Ukraine,UKR,Philippines,PHL,0,14,0,0,0,0,0,-,0
2022,Ukraine,UKR,Poland,POL,958147,372,403000,0,0,0,0,-,0
2022,Ukraine,UKR,Portugal,PRT,44960,29,12000,0,0,0,0,-,0
2022,Ukraine,UKR,Romania,ROU,100086,42,33000,0,0,0,0,-,0
2022,Ukraine,UKR,"Russian Federation",RUS,1275315,610,0,0,0,0,0,-,0
2022,Ukraine,UKR,Spain,ESP,159194,1515,20000,0,0,0,0,-,0
2022,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,1108,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Slovakia,SVK,94858,0,22000,0,0,0,0,-,0
2022,Ukraine,UKR,Slovenia,SVN,7748,16,0,0,0,0,0,-,0
2022,Ukraine,UKR,Sweden,SWE,46857,989,10000,0,0,0,0,-,0
2022,Ukraine,UKR,Switzerland,CHE,60162,109,7000,0,0,0,0,-,0
2022,Ukraine,UKR,Tunisia,TUN,0,29,0,0,0,0,0,-,0
2022,Ukraine,UKR,Trkiye,TUR,2768,2189,11000,0,0,0,0,-,0
2022,Ukraine,UKR,"Unknown ",UNK,0,0,34000,0,0,0,0,-,0
2022,Ukraine,UKR,Ukraine,UKR,0,0,0,5914000,2616000,0,497343,-,0
2022,Ukraine,UKR,Uruguay,URY,18,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,"United States of America",USA,3063,12369,15000,0,0,0,0,-,0
2023,Ukraine,UKR,Albania,ALB,4959,0,0,0,0,0,0,-,0
2023,Ukraine,UKR,Egypt,EGY,0,9,0,0,0,0,0,-,0
2023,Ukraine,UKR,Argentina,ARG,121,39,0,0,0,0,0,-,0
2023,Ukraine,UKR,Armenia,ARM,599,46,0,0,0,0,0,-,0
2023,Ukraine,UKR,Australia,AUS,7472,809,50,0,0,0,0,-,0
2023,Ukraine,UKR,Austria,AUT,83748,68,5736,0,0,0,0,-,0
2023,Ukraine,UKR,Azerbaijan,AZE,4206,107,0,0,0,0,0,-,0
2023,Ukraine,UKR,Belgium,BEL,75260,0,5155,0,0,0,0,-,0
2023,Ukraine,UKR,Belarus,BLR,39645,282,2500,0,0,0,0,-,0
2023,Ukraine,UKR,"Bolivia (Plurinational State of)",BOL,7,10,0,0,0,0,0,-,0
2023,Ukraine,UKR,Brazil,BRA,1129,30,0,0,0,0,0,-,0
2023,Ukraine,UKR,"Bosnia and Herzegovina",BIH,185,8,0,0,0,0,0,-,0
2023,Ukraine,UKR,Bulgaria,BGR,68276,5,4677,0,0,0,0,-,0
2023,Ukraine,UKR,Canada,CAN,75055,191,5122,0,0,0,0,-,0
2023,Ukraine,UKR,China,CHN,0,20,0,0,0,0,0,-,0
2023,Ukraine,UKR,Chile,CHL,67,43,0,0,0,0,0,-,0
2023,Ukraine,UKR,Colombia,COL,8,24,0,0,0,0,0,-,0
2023,Ukraine,UKR,"Costa Rica",CRI,13,44,0,0,0,0,0,-,0
2023,Ukraine,UKR,Cyprus,CYP,19019,111,1303,0,0,0,0,-,0
2023,Ukraine,UKR,Czechia,CZE,374247,100,25634,0,0,0,0,-,0
2023,Ukraine,UKR,Denmark,DNK,35940,749,2462,0,0,0,0,-,0
2023,Ukraine,UKR,"Dominican Rep.",DOM,6,12,0,0,0,0,0,-,0
2023,Ukraine,UKR,Ecuador,ECU,92,0,0,0,0,0,0,-,0
2023,Ukraine,UKR,Estonia,EST,41463,294,2840,0,0,0,0,-,0
2023,Ukraine,UKR,Finland,FIN,63503,327,4350,0,0,0,0,-,0
2023,Ukraine,UKR,France,FRA,68181,1866,4670,0,0,0,0,-,0
2023,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,225497,327,15384,0,0,0,0,-,0
2023,Ukraine,UKR,Georgia,GEO,24751,30,1663,0,0,0,0,-,0
2023,Ukraine,UKR,Germany,DEU,1097503,1640,75175,0,0,0,0,-,0
2023,Ukraine,UKR,Ghana,GHA,0,5,0,0,0,0,0,-,0
2023,Ukraine,UKR,Greece,GRC,27043,70,1852,0,0,0,0,-,0
2023,Ukraine,UKR,Guatemala,GTM,0,5,0,0,0,0,0,-,0
2023,Ukraine,UKR,Croatia,HRV,23733,0,1626,0,0,0,0,-,0
2023,Ukraine,UKR,Hungary,HUN,57401,0,3932,0,0,0,0,-,0
2023,Ukraine,UKR,Iceland,ISL,5425,25,0,0,0,0,0,-,0
2023,Ukraine,UKR,India,IND,0,66,0,0,0,0,0,-,0
2023,Ukraine,UKR,Ireland,IRL,100545,291,6887,0,0,0,0,-,0
2023,Ukraine,UKR,Iraq,IRQ,0,5,0,0,0,0,0,-,0
2023,Ukraine,UKR,Israel,ISR,31,306,0,0,0,0,30000,-,0
2023,Ukraine,UKR,Italy,ITA,164667,1331,11279,0,0,0,0,-,0
2023,Ukraine,UKR,Jordan,JOR,0,5,0,0,0,0,0,-,0
2023,Ukraine,UKR,Japan,JPN,2077,0,0,0,0,0,0,-,0
2023,Ukraine,UKR,Kazakhstan,KAZ,68,207,0,0,0,0,0,-,0
2023,Ukraine,UKR,Kyrgyzstan,KGZ,13,22,0,0,0,0,0,-,0
2023,Ukraine,UKR,"Rep. of Korea",KOR,20,29,0,0,0,0,0,-,0
2023,Ukraine,UKR,Libya,LBY,0,5,0,0,0,0,0,-,0
2023,Ukraine,UKR,Lebanon,LBN,0,19,0,0,0,0,5,-,0
2023,Ukraine,UKR,Liechtenstein,LIE,577,0,0,0,0,0,0,-,0
2023,Ukraine,UKR,Lithuania,LTU,77340,5,5297,0,0,0,0,-,0
2023,Ukraine,UKR,Luxembourg,LUX,5365,40,0,0,0,0,0,-,0
2023,Ukraine,UKR,Latvia,LVA,44307,5,3234,0,0,0,0,-,0
2023,Ukraine,UKR,"North Macedonia",MKD,18703,0,1253,0,0,0,0,-,0
2023,Ukraine,UKR,"Rep. of Moldova",MDA,120564,131,8259,0,0,0,0,-,0
2023,Ukraine,UKR,Mexico,MEX,85,126,0,0,0,0,10,-,0
2023,Ukraine,UKR,Montenegro,MNE,64640,0,3979,0,0,0,0,-,0
2023,Ukraine,UKR,Malta,MLT,2192,89,0,0,0,0,0,-,0
2023,Ukraine,UKR,Nepal,NPL,0,6,0,0,0,0,0,-,0
2023,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,105338,1290,7215,0,0,0,0,-,0
2023,Ukraine,UKR,Nigeria,NGA,0,5,0,0,0,0,0,-,0
2023,Ukraine,UKR,Norway,NOR,66450,948,4552,0,0,0,0,-,0
2023,Ukraine,UKR,"New Zealand",NZL,10,14,0,0,0,0,0,-,0
2023,Ukraine,UKR,Panama,PAN,19,5,0,0,0,0,0,-,0
2023,Ukraine,UKR,Paraguay,PRY,9,0,0,0,0,0,0,-,0
2023,Ukraine,UKR,Peru,PER,30,90,0,0,0,0,0,-,0
2023,Ukraine,UKR,Philippines,PHL,0,45,0,0,0,0,0,-,0
2023,Ukraine,UKR,Poland,POL,955891,1005,65475,0,0,0,0,-,0
2023,Ukraine,UKR,Portugal,PRT,51566,17,3532,0,0,0,0,-,0
2023,Ukraine,UKR,Romania,ROU,81493,6,5582,0,0,0,0,-,0
2023,Ukraine,UKR,"Russian Federation",RUS,1227554,257,0,0,0,0,0,-,0
2023,Ukraine,UKR,Spain,ESP,191327,1145,13105,0,0,0,0,-,0
2023,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,4063,0,0,0,0,0,49,-,0
2023,Ukraine,UKR,Slovakia,SVK,124962,0,8559,0,0,0,0,-,0
2023,Ukraine,UKR,Slovenia,SVN,9467,47,0,0,0,0,0,-,0
2023,Ukraine,UKR,Sweden,SWE,43467,1111,2977,0,0,0,0,-,0
2023,Ukraine,UKR,Switzerland,CHE,66419,225,4549,0,0,0,0,-,0
2023,Ukraine,UKR,Tunisia,TUN,0,21,0,0,0,0,0,-,0
2023,Ukraine,UKR,Trkiye,TUR,3232,0,0,0,0,0,0,-,0
2023,Ukraine,UKR,"Unknown ",UNK,0,0,4708,0,0,0,0,-,0
2023,Ukraine,UKR,Ukraine,UKR,0,0,0,3689000,1318680,0,958361,-,0
2023,Ukraine,UKR,Uruguay,URY,18,0,0,0,0,0,0,-,0
2023,Ukraine,UKR,"United States of America",USA,3299,17773,0,0,0,0,0,-,0
2024,Ukraine,UKR,Albania,ALB,6465,0,0,0,0,0,0,-,0
2024,Ukraine,UKR,Egypt,EGY,0,9,0,0,0,0,0,-,0
2024,Ukraine,UKR,Argentina,ARG,121,40,0,0,0,0,0,-,0
2024,Ukraine,UKR,Armenia,ARM,671,44,0,0,0,0,0,-,0
2024,Ukraine,UKR,Australia,AUS,34,1021,67,0,0,0,0,-,0
2024,Ukraine,UKR,Austria,AUT,77150,63,0,0,0,0,0,-,0
2024,Ukraine,UKR,Azerbaijan,AZE,6541,170,0,0,0,0,0,-,0
2024,Ukraine,UKR,Belgium,BEL,81295,800,1200,0,0,0,0,-,0
2024,Ukraine,UKR,Belarus,BLR,48179,589,600,0,0,0,0,-,0
2024,Ukraine,UKR,"Bolivia (Plurinational State of)",BOL,7,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Brazil,BRA,1219,34,0,0,0,0,0,-,0
2024,Ukraine,UKR,"Bosnia and Herzegovina",BIH,239,6,0,0,0,0,0,-,0
2024,Ukraine,UKR,Bulgaria,BGR,61070,5,1100,0,0,0,0,-,0
2024,Ukraine,UKR,Canada,CAN,75119,303,0,0,0,0,0,-,0
2024,Ukraine,UKR,China,CHN,0,19,0,0,0,0,0,-,0
2024,Ukraine,UKR,Chile,CHL,67,45,0,0,0,0,0,-,0
2024,Ukraine,UKR,Colombia,COL,9,25,0,0,0,0,0,-,0
2024,Ukraine,UKR,"Costa Rica",CRI,13,54,0,0,0,0,0,-,0
2024,Ukraine,UKR,Cyprus,CYP,20407,95,300,0,0,0,0,-,0
2024,Ukraine,UKR,Czechia,CZE,359495,137,6000,0,0,0,0,-,0
2024,Ukraine,UKR,Denmark,DNK,33780,672,600,0,0,0,0,-,0
2024,Ukraine,UKR,"Dominican Rep.",DOM,6,12,0,0,0,0,0,-,0
2024,Ukraine,UKR,Ecuador,ECU,100,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Estonia,EST,39930,104,700,0,0,0,0,-,0
2024,Ukraine,UKR,Finland,FIN,63085,267,1000,0,0,0,0,-,0
2024,Ukraine,UKR,France,FRA,67756,4377,1100,0,0,0,0,-,0
2024,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,244277,441,3600,0,0,0,0,-,0
2024,Ukraine,UKR,Georgia,GEO,26711,136,400,0,0,0,0,-,0
2024,Ukraine,UKR,Germany,DEU,1142420,1809,17600,0,0,0,0,-,0
2024,Ukraine,UKR,Ghana,GHA,0,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Greece,GRC,30711,60,400,0,0,0,0,-,0
2024,Ukraine,UKR,Guatemala,GTM,5,0,0,0,0,0,0,-,0
2024,Ukraine,UKR,Croatia,HRV,25475,0,400,0,0,0,14,-,0
2024,Ukraine,UKR,Hungary,HUN,62625,0,900,0,0,0,0,-,0
2024,Ukraine,UKR,Iceland,ISL,5403,110,0,0,0,0,0,-,0
2024,Ukraine,UKR,India,IND,0,77,0,0,0,0,0,-,0
2024,Ukraine,UKR,Ireland,IRL,105367,352,1600,0,0,0,0,-,0
2024,Ukraine,UKR,Iraq,IRQ,0,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Israel,ISR,38,271,0,0,0,0,25000,-,0
2024,Ukraine,UKR,Italy,ITA,169768,1411,2600,0,0,0,0,-,0
2024,Ukraine,UKR,Japan,JPN,2077,0,0,0,0,0,0,-,0
2024,Ukraine,UKR,Kazakhstan,KAZ,82,150,0,0,0,0,0,-,0
2024,Ukraine,UKR,Kyrgyzstan,KGZ,20,24,0,0,0,0,0,-,0
2024,Ukraine,UKR,"Rep. of Korea",KOR,22,31,0,0,0,0,0,-,0
2024,Ukraine,UKR,Libya,LBY,0,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Lebanon,LBN,0,19,0,0,0,0,5,-,0
2024,Ukraine,UKR,Liechtenstein,LIE,646,0,0,0,0,0,0,-,0
2024,Ukraine,UKR,Lithuania,LTU,43901,5,1200,0,0,0,0,-,0
2024,Ukraine,UKR,Luxembourg,LUX,4148,32,0,0,0,0,0,-,0
2024,Ukraine,UKR,Latvia,LVA,45158,0,700,0,0,0,0,-,0
2024,Ukraine,UKR,"North Macedonia",MKD,19187,0,300,0,0,0,0,-,0
2024,Ukraine,UKR,"Rep. of Moldova",MDA,121050,1341,2000,0,0,0,0,-,0
2024,Ukraine,UKR,Mexico,MEX,89,151,0,0,0,0,102,-,0
2024,Ukraine,UKR,Montenegro,MNE,21948,0,900,0,0,0,0,-,0
2024,Ukraine,UKR,Malta,MLT,2383,86,0,0,0,0,0,-,0
2024,Ukraine,UKR,Nepal,NPL,0,7,0,0,0,0,0,-,0
2024,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,112449,590,1700,0,0,0,0,-,0
2024,Ukraine,UKR,Nigeria,NGA,0,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Norway,NOR,70410,683,1100,0,0,0,0,-,0
2024,Ukraine,UKR,"New Zealand",NZL,15,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Panama,PAN,18,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Paraguay,PRY,9,5,0,0,0,0,0,-,0
2024,Ukraine,UKR,Peru,PER,30,90,0,0,0,0,0,-,0
2024,Ukraine,UKR,Philippines,PHL,0,52,0,0,0,0,0,-,0
2024,Ukraine,UKR,Poland,POL,963859,2258,15300,0,0,0,0,-,0
2024,Ukraine,UKR,Portugal,PRT,53919,20,800,0,0,0,0,-,0
2024,Ukraine,UKR,Romania,ROU,160599,48,1300,0,0,0,0,-,0
2024,Ukraine,UKR,"South Africa",ZAF,5,0,0,0,0,0,0,-,0
2024,Ukraine,UKR,"Russian Federation",RUS,1223794,356,0,0,0,0,0,-,0
2024,Ukraine,UKR,Spain,ESP,211424,1080,3100,0,0,0,0,-,0
2024,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,7630,0,0,0,0,0,49,-,0
2024,Ukraine,UKR,Slovakia,SVK,122242,13,2000,0,0,0,0,-,0
2024,Ukraine,UKR,Slovenia,SVN,10231,82,200,0,0,0,0,-,0
2024,Ukraine,UKR,Sweden,SWE,41883,202,700,0,0,0,0,-,0
2024,Ukraine,UKR,Switzerland,CHE,65532,355,1100,0,0,0,0,-,0
2024,Ukraine,UKR,"United Rep. of Tanzania",TZA,0,12,0,0,0,0,0,-,0
2024,Ukraine,UKR,Tunisia,TUN,0,11,0,0,0,0,0,-,0
2024,Ukraine,UKR,Trkiye,TUR,2865,63,0,0,0,0,0,-,0
2024,Ukraine,UKR,"Unknown ",UNK,0,0,500,0,0,0,0,-,0
2024,Ukraine,UKR,Ukraine,UKR,0,0,0,3669000,571000,0,496124,-,0
2024,Ukraine,UKR,Uruguay,URY,18,0,0,0,0,0,0,-,0
2024,Ukraine,UKR,"United States of America",USA,3397,18658,0,0,0,0,0,-,0
